"('date', '')","('open', 'CSAN')","('high', 'CSAN')","('low', 'CSAN')","('close', 'CSAN')","('volume', 'CSAN')"
2021-05-04 00:00:00+00:00,14.78722827163833,14.805055356133115,14.421781539916992,14.421781539916992,112800
2021-05-05 00:00:00+00:00,14.591134267060575,14.769399997395185,14.493087010321801,14.715920448303223,143000
2021-05-06 00:00:00+00:00,14.787228553524102,14.885275820030122,14.41019403968539,14.60896110534668,97200
2021-05-07 00:00:00+00:00,14.822880728755548,15.063541268990706,14.769401175398073,15.018975257873535,123900
2021-05-10 00:00:00+00:00,14.992234417576748,15.143761233334601,14.813968675563249,15.117020606994629,146300
2021-05-11 00:00:00+00:00,14.57330862581677,14.87636226746095,14.475261359377658,14.707008361816406,151000
2021-05-12 00:00:00+00:00,14.608714274242422,14.771031869294257,14.320146507493801,14.347199440002441,144500
2021-05-13 00:00:00+00:00,14.653802802565139,14.888263853805523,14.455413476128435,14.734962463378906,137800
2021-05-14 00:00:00+00:00,15.005495521419363,15.48343561886647,14.879247907751905,15.474417686462402,160000
2021-05-17 00:00:00+00:00,15.113708034407692,15.564594306126317,14.906300762215833,15.456380844116211,319100
2021-05-18 00:00:00+00:00,15.411291268327,15.510486787969224,15.257989883422852,15.257989883422852,287500
2021-05-19 00:00:00+00:00,15.230935256186942,15.510485938042994,14.98745801585287,15.21290111541748,113100
2021-05-20 00:00:00+00:00,15.104688631028415,15.158794496764992,14.807103789485543,15.095670700073242,1285100
2021-05-21 00:00:00+00:00,15.068618318749229,15.095672114148991,14.734963442125256,14.752999305725098,170200
2021-05-24 00:00:00+00:00,14.68085622209713,15.208392283950403,14.617730705299145,15.113706588745117,116800
2021-05-25 00:00:00+00:00,15.140760924666264,15.140760924666264,14.581661224365234,14.581661224365234,120600
2021-05-26 00:00:00+00:00,14.527555153813635,14.861210007082493,14.482465497970207,14.698890686035156,86100
2021-05-27 00:00:00+00:00,14.743981287335934,15.005494428019333,14.617731962873105,14.825140953063965,144200
2021-05-28 00:00:00+00:00,14.888264305357403,15.194867095509709,14.852192579459693,15.167813301086426,100900
2021-06-01 00:00:00+00:00,16.231904427555055,17.147202932377287,16.186816492142974,16.745914459228516,603100
2021-06-02 00:00:00+00:00,16.62868646216096,17.18778448529523,16.583596802234226,16.989395141601562,321200
2021-06-03 00:00:00+00:00,17.133676868600226,17.133676868600226,16.35003706281696,16.72787857055664,140200
2021-06-04 00:00:00+00:00,17.259925669795944,17.629652269410567,17.151713929418037,17.40420913696289,465600
2021-06-07 00:00:00+00:00,17.17876397291994,17.8550932902789,17.142693970391214,17.674739837646484,392700
2021-06-08 00:00:00+00:00,17.458314698844344,17.918218842005427,17.268941595192416,17.575544357299805,904000
2021-06-09 00:00:00+00:00,17.855095378368073,17.98134470196901,17.49438671092526,17.521440505981445,295500
2021-06-10 00:00:00+00:00,17.512420243848148,18.01741231106677,17.341083004615367,17.855093002319336,348200
2021-06-11 00:00:00+00:00,17.94527229186761,18.098573684692383,17.530457770103247,18.098573684692383,775400
2021-06-14 00:00:00+00:00,18.13464557854099,18.215805241378387,17.81902485861717,17.95429039001465,477300
2021-06-15 00:00:00+00:00,17.918220371415405,18.008396245619153,17.593581720299365,17.94527244567871,136400
2021-06-16 00:00:00+00:00,17.909202570271844,18.39165072474843,17.584563916794306,17.773935317993164,302100
2021-06-17 00:00:00+00:00,17.80098706339122,18.03093998979964,17.584561892650232,17.927234649658203,496900
2021-06-18 00:00:00+00:00,17.728847975261264,17.755901770623407,17.23287376691763,17.259925842285156,469200
2021-06-21 00:00:00+00:00,17.67474150430296,18.16169776432233,17.539475972075056,17.900184631347656,333600
2021-06-22 00:00:00+00:00,18.017412117801552,18.38713866376287,17.557507987948473,18.215803146362305,308600
2021-06-23 00:00:00+00:00,18.0174143341291,18.197769524098174,17.764919132165872,17.79197120666504,148500
2021-06-24 00:00:00+00:00,18.06250356584929,18.3600884182874,17.98134390427576,18.278928756713867,189300
2021-06-25 00:00:00+00:00,18.48633640438252,18.540442273235893,17.37715663291826,17.89116668701172,275800
2021-06-28 00:00:00+00:00,17.918220604980764,18.035450274970458,17.5394760804066,17.846078872680664,259300
2021-06-29 00:00:00+00:00,17.566526635548016,17.665722153878374,17.305914800655913,17.341083526611328,153900
2021-06-30 00:00:00+00:00,17.007430854456928,17.259926067824537,16.908235323494143,17.151714324951172,215700
2021-07-01 00:00:00+00:00,17.277961894008982,17.30501568966573,16.691810081403236,17.12466049194336,169800
2021-07-02 00:00:00+00:00,17.21483589851232,17.512420732860853,16.98939279006663,17.440279006958008,199600
2021-07-06 00:00:00+00:00,17.19680062376926,17.205818554814098,16.700826456264554,16.82707405090332,178200
2021-07-07 00:00:00+00:00,16.8090379623096,17.11564073372464,16.49341897996569,17.05251693725586,604500
2021-07-08 00:00:00+00:00,16.718864189030864,16.962341474506278,16.682792460815445,16.809040069580078,444400
2021-07-09 00:00:00+00:00,16.85412937823877,17.2418918484917,16.85412937823877,17.232873916625977,60400
2021-07-12 00:00:00+00:00,17.42224595304471,18.378124405293942,17.350104215516364,18.224822998046875,496500
2021-07-13 00:00:00+00:00,18.053485484856612,18.747850708119064,17.90920202547669,18.43222999572754,266600
2021-07-14 00:00:00+00:00,18.69374259143586,19.072487091580477,18.567494998052474,18.964275360107422,261400
2021-07-15 00:00:00+00:00,18.84704404448411,19.099540952140263,18.657672653737844,18.883115768432617,194400
2021-07-16 00:00:00+00:00,18.97329541508821,19.072489226710665,18.549461212720306,18.711780548095703,144100
2021-07-19 00:00:00+00:00,18.00839438058143,18.06250196349349,17.701791624057243,17.855093002319336,126000
2021-07-20 00:00:00+00:00,17.647685837106792,17.954288594950796,17.629649976058467,17.78295135498047,348400
2021-07-21 00:00:00+00:00,17.78295273749157,18.342052433495418,17.5034037494869,18.324016571044922,198000
2021-07-22 00:00:00+00:00,18.242856428760255,18.91107083896906,18.116608834926243,18.756866455078125,212700
2021-07-23 00:00:00+00:00,18.70276091280911,18.720796775095938,18.36910606047531,18.59454917907715,85400
2021-07-26 00:00:00+00:00,18.666692672062588,18.955259615940772,18.49535540413692,18.62160301208496,150600
2021-07-27 00:00:00+00:00,18.378122631455028,18.531424023905593,17.981343973343183,18.197769165039062,198400
2021-07-28 00:00:00+00:00,18.504371293722585,18.81999199875088,18.20678645069464,18.77490234375,628800
2021-07-29 00:00:00+00:00,19.153648778934222,19.207754650401636,18.617094730228647,18.765886306762695,189700
2021-07-30 00:00:00+00:00,18.3961589316592,18.495354458543854,17.33206709051514,17.710811614990234,345600
2021-08-02 00:00:00+00:00,17.990362115717737,18.40517664133595,17.882148658603022,17.95429039001465,143300
2021-08-03 00:00:00+00:00,17.323049163511733,17.855095084222928,16.99841222815857,17.846078872680664,245200
2021-08-04 00:00:00+00:00,17.43126151824192,17.485367384042462,16.655736655124816,16.980375289916992,195300
2021-08-05 00:00:00+00:00,17.18778465348458,17.395193651187828,16.70082836147337,16.83609390258789,294100
2021-08-06 00:00:00+00:00,16.791006336727214,16.845112210380883,16.403243848887367,16.55654525756836,127500
2021-08-09 00:00:00+00:00,16.673772851457382,16.89921597014122,16.376188003594493,16.70082664489746,114200
2021-08-10 00:00:00+00:00,16.63770448123233,17.095804420519972,16.49342100870087,16.917253494262695,142900
2021-08-11 00:00:00+00:00,16.75493239030983,16.908233778703185,16.448329613523118,16.745914459228516,120100
2021-08-12 00:00:00+00:00,16.47538373239214,16.70082685389725,16.38520613979119,16.457347869873047,219200
2021-08-13 00:00:00+00:00,16.367172507077075,16.502438054409332,16.13271142237028,16.1417293548584,179500
2021-08-16 00:00:00+00:00,16.015480424374505,16.141728028847655,15.501470354739983,15.61870002746582,282600
2021-08-17 00:00:00+00:00,15.167814052723012,15.537540661523446,14.852193315455786,15.429328918457031,279600
2021-08-18 00:00:00+00:00,15.140761508961337,15.429328441545197,14.752999048303804,14.9694242477417,222500
2021-08-19 00:00:00+00:00,14.518537985580773,15.149777720609315,14.482466259010494,14.9694242477417,224000
2021-08-20 00:00:00+00:00,14.509519758768318,15.167813275332781,14.446395958549063,15.14977741241455,198800
2021-08-23 00:00:00+00:00,15.104688902440966,15.122724764675395,14.762016119959284,14.897281646728516,153400
2021-08-24 00:00:00+00:00,15.456380931862089,15.735931660310778,15.357187121117214,15.384239196777344,144000
2021-08-25 00:00:00+00:00,15.185849671390784,15.51950454711914,15.185849671390784,15.51950454711914,151000
2021-08-26 00:00:00+00:00,15.212901908705174,15.239953981267192,14.951387073976058,15.230936050415039,115800
2021-08-27 00:00:00+00:00,15.239955542050456,15.600664213105956,15.113707937179685,15.51950454711914,117500
2021-08-30 00:00:00+00:00,15.420311074934546,15.45638108283191,15.267009671382768,15.357187271118164,133100
2021-08-31 00:00:00+00:00,15.456380931862089,15.654771993341111,15.13174398397806,15.384239196777344,170800
2021-09-01 00:00:00+00:00,15.20388459701582,15.817090159978878,15.140760798474538,15.645752906799316,318500
2021-09-02 00:00:00+00:00,15.447363062305003,15.645754124584505,15.285946724899118,15.429328918457031,112300
2021-09-03 00:00:00+00:00,15.45638014262842,15.483433936901767,15.203884942722047,15.239954948425293,167400
2021-09-07 00:00:00+00:00,15.645752284815565,15.645752284815565,15.16781226915458,15.366203308105469,81500
2021-09-08 00:00:00+00:00,15.203885575753423,15.221919719358644,14.617732048720903,14.752999305725098,183700
2021-09-09 00:00:00+00:00,14.843174705810835,15.384238556422442,14.491483976910846,15.077635765075684,256100
2021-09-10 00:00:00+00:00,15.384237859761924,15.49245131298173,14.87924575805664,14.87924575805664,125000
2021-09-13 00:00:00+00:00,15.429327717517268,15.790036366320681,15.253482358725261,15.645752906799316,175700
2021-09-14 00:00:00+00:00,15.979408269259636,16.249941054446968,15.862178599674655,16.114675521850586,167500
2021-09-15 00:00:00+00:00,15.970390094913306,16.28601081283535,15.726912827939879,16.204851150512695,192300
2021-09-16 00:00:00+00:00,16.29502882866043,16.385206422819053,16.069585703261158,16.132709503173828,203600
2021-09-17 00:00:00+00:00,15.87119663609586,16.006462169586406,15.51048797345621,15.925302505493164,132300
2021-09-20 00:00:00+00:00,15.78101843510128,15.78101843510128,15.185848734577023,15.645752906799316,228500
2021-09-21 00:00:00+00:00,15.68182181448324,16.033514227455143,15.591645948587542,15.799053192138672,99900
2021-09-22 00:00:00+00:00,15.98842544393049,16.204850629838823,15.826106124500619,15.862177848815918,137900
2021-09-23 00:00:00+00:00,16.159763459384525,16.31306485499231,16.042533789799542,16.114675521850586,136300
2021-09-24 00:00:00+00:00,15.82610502080954,16.0984403284176,15.781017088554275,16.006460189819336,75100
2021-09-27 00:00:00+00:00,16.033516111604992,16.069586118203098,15.564593985867505,15.762983322143555,142900
2021-09-28 00:00:00+00:00,15.582630322285953,15.690842065360394,15.095672318467027,15.294061660766602,168500
2021-09-29 00:00:00+00:00,15.230936933384228,15.465397989149082,15.104689334124132,15.31209659576416,114100
2021-09-30 00:00:00+00:00,15.393256527146258,15.438346184808921,14.97844199661718,15.104689598083496,276200
2021-10-01 00:00:00+00:00,15.474416463857672,15.898248933394168,15.393256798628084,15.81709098815918,148500
2021-10-04 00:00:00+00:00,15.303077567973304,15.483432742561186,14.960404800249629,15.465396881103516,201300
2021-10-05 00:00:00+00:00,15.366205205019266,15.393257280947022,15.131744133675678,15.221920013427734,109600
2021-10-06 00:00:00+00:00,14.88826352767264,15.0821447442591,14.6177307575547,15.023529052734375,123700
2021-10-07 00:00:00+00:00,14.780050822563574,15.267008801388503,14.536573553145667,15.14977741241455,237500
2021-10-08 00:00:00+00:00,15.312097524610557,15.618700329979218,15.194867849614136,15.294061660766602,105100
2021-10-11 00:00:00+00:00,15.257990307456932,15.456379632260367,14.771032346583285,14.780050277709961,359200
2021-10-12 00:00:00+00:00,14.843174391681414,14.951387847511416,14.606009505977982,14.608715057373047,50100
2021-10-13 00:00:00+00:00,15.032547736469402,15.375220531784242,15.000985836374399,15.276026725769043,163400
2021-10-14 00:00:00+00:00,15.321114663049174,15.375220531784242,15.212902925579037,15.276026725769043,78600
2021-10-15 00:00:00+00:00,15.16781313375418,15.510487646023789,15.136251233939156,15.31209659576416,71300
2021-10-18 00:00:00+00:00,15.014511906010274,15.375220565014585,14.879246373882976,15.167813301086426,77900
2021-10-19 00:00:00+00:00,14.897282875779132,15.005494618124366,14.347201072207842,14.554608345031738,195800
2021-10-20 00:00:00+00:00,14.48246591217738,14.662821100720354,14.238987783640006,14.33818244934082,146300
2021-10-21 00:00:00+00:00,13.968456940736186,13.986492804983762,13.111773168915203,13.427393913269043,256500
2021-10-22 00:00:00+00:00,13.210967842284845,13.53560651876247,12.255089397094222,13.427393913269043,818500
2021-10-25 00:00:00+00:00,13.652835309800707,14.25702292484455,13.652835309800707,14.112738609313965,200000
2021-10-26 00:00:00+00:00,13.905332209578104,13.914350141101174,13.274091622917066,13.337215423583984,329600
2021-10-27 00:00:00+00:00,13.481498930964783,13.582497872351285,13.201949932836246,13.30114459991455,139000
2021-10-28 00:00:00+00:00,13.093736856569242,13.27409118104046,12.796151146195163,12.850257873535156,157300
2021-10-29 00:00:00+00:00,12.931417761201278,12.967488626727752,12.539146346103264,12.61579704284668,144100
2021-11-01 00:00:00+00:00,12.69695657762406,12.922399699897213,12.669903643750517,12.787134170532227,78600
2021-11-02 00:00:00+00:00,12.714992751814302,12.832222421471728,12.435442894945798,12.480531692504883,65100
2021-11-03 00:00:00+00:00,12.59776323640944,13.31918147544457,12.543656502982932,13.274092674255371,152500
2021-11-04 00:00:00+00:00,13.03061298897097,13.210967324389784,12.841240721781888,12.994542121887207,98600
2021-11-05 00:00:00+00:00,13.328197279964236,13.747521629143975,13.274091411681393,13.580694198608398,111200
2021-11-08 00:00:00+00:00,13.39132203879833,13.607747233527055,13.364268244459282,13.454445838928223,82900
2021-11-09 00:00:00+00:00,13.743012413329636,14.067651057107303,13.724977410896019,13.797119140625,89100
2021-11-10 00:00:00+00:00,14.004526218746424,14.31112899615574,13.905331556642276,13.995509147644043,94900
2021-11-11 00:00:00+00:00,14.536573313856943,14.888264035000452,14.536573313856943,14.59969711303711,105300
2021-11-12 00:00:00+00:00,14.157828546616656,14.238988211902559,13.869261612264381,13.977474212646484,73300
2021-11-15 00:00:00+00:00,13.977473204503347,14.18397918150381,13.905331476118594,14.06765079498291,55600
2021-11-16 00:00:00+00:00,13.490516481072282,13.71595960350999,13.219984562147582,13.6889066696167,187800
2021-11-17 00:00:00+00:00,13.67086993293066,13.896313040953917,13.319179234812596,13.616764068603516,143700
2021-11-18 00:00:00+00:00,13.779082547572088,13.833189271998496,13.481497713219866,13.571675300598145,96400
2021-11-19 00:00:00+00:00,13.878278929312252,13.950420659705262,13.409356821760422,13.625782012939453,81800
2021-11-22 00:00:00+00:00,13.761047830194263,13.878278352207387,13.265072809368657,13.31917953491211,88400
2021-11-23 00:00:00+00:00,13.33721505082712,13.81515422822737,13.19293159047967,13.661852836608887,105000
2021-11-24 00:00:00+00:00,13.652835971836284,13.806137365773473,13.544623374938965,13.544623374938965,53700
2021-11-26 00:00:00+00:00,13.56265840692681,13.598729272636831,13.373286146949884,13.499534606933594,115600
2021-11-29 00:00:00+00:00,13.842207032634406,13.98649048266884,13.64381685883846,13.770065307617188,124700
2021-11-30 00:00:00+00:00,13.851224273475825,13.968454793068702,13.301143398460521,13.571675300598145,188200
2021-12-01 00:00:00+00:00,13.783592613551312,13.927876076879725,13.3462332578374,13.400339126586914,231300
2021-12-02 00:00:00+00:00,13.941402381411503,14.085685838606372,13.806136855290623,13.96845531463623,92100
2021-12-03 00:00:00+00:00,14.25702285748429,14.482465110692084,13.968455087783749,14.19389820098877,115500
2021-12-06 00:00:00+00:00,14.031580080847464,14.103721810003718,13.770066097656729,13.914349555969238,96300
2021-12-07 00:00:00+00:00,13.959437329213767,14.103721645844134,13.842207665697279,14.058632850646973,64000
2021-12-08 00:00:00+00:00,14.311128497905022,14.559116434527407,14.284075565545253,14.419341087341309,78900
2021-12-09 00:00:00+00:00,14.374252533123496,14.374252533123496,14.067650621272888,14.202916145324707,96200
2021-12-10 00:00:00+00:00,14.275058788729789,14.503207468066295,14.220952919636431,14.238987922668457,80500
2021-12-13 00:00:00+00:00,14.175863387560042,14.266040118042365,13.950420271358375,14.06765079498291,99500
2021-12-14 00:00:00+00:00,14.293093829560075,14.428359354509709,14.004526057671761,14.076667785644531,94900
2021-12-15 00:00:00+00:00,13.761048897909996,14.166846360981296,13.661853370049986,14.094704627990723,104200
2021-12-16 00:00:00+00:00,14.419416206497065,14.474451655408943,14.2634809766256,14.3643798828125,137100
2021-12-17 00:00:00+00:00,14.190100263222297,14.36438035689207,14.12589107100904,14.217617988586426,76500
2021-12-20 00:00:00+00:00,13.768157249199408,13.859883286889131,13.639739746706592,13.841538429260254,103200
2021-12-21 00:00:00+00:00,13.749812703562256,13.786503296759493,13.584705471561065,13.6213960647583,83100
2021-12-22 00:00:00+00:00,13.502151086220147,13.887402742705985,13.45628762715798,13.823193550109863,81000
2021-12-23 00:00:00+00:00,13.694776499728677,13.731467090912723,13.492977810830078,13.557186126708984,51400
2021-12-27 00:00:00+00:00,13.814020245339574,14.01581804639947,13.731466201827507,13.988300323486328,60500
2021-12-28 00:00:00+00:00,13.869055445644381,14.02499066401276,13.850710588951255,13.914918899536133,77000
2021-12-29 00:00:00+00:00,13.9149192028774,13.924092068810241,13.68560280319224,13.86905574798584,136500
2021-12-30 00:00:00+00:00,14.09837334564491,14.318516898103377,14.09837334564491,14.217617988586426,65000
2021-12-31 00:00:00+00:00,14.217618040474983,14.456107327228404,14.171754581518908,14.373553276062012,38000
2022-01-03 00:00:00+00:00,13.905747114720757,13.905747114720757,13.635153677975625,13.676430702209473,103200
2022-01-04 00:00:00+00:00,13.566358746823667,13.988300975163776,13.538841022628548,13.758984565734863,100200
2022-01-05 00:00:00+00:00,13.575531855126654,13.75898481098525,12.96096379692083,12.988481521606445,131900
2022-01-06 00:00:00+00:00,12.878410269153381,12.97013718818031,12.649093846358788,12.704130172729492,74200
2022-01-07 00:00:00+00:00,12.731647124208115,12.974722832505051,12.722474257908756,12.89675521850586,51100
2022-01-10 00:00:00+00:00,12.85089141722539,12.860064283278806,12.474812656761834,12.805027961730957,104600
2022-01-11 00:00:00+00:00,13.190279978545348,13.54801389225999,13.116898797491988,13.483804702758789,94400
2022-01-12 00:00:00+00:00,13.84153833102151,14.098372459411621,13.832365464885841,14.098372459411621,114900
2022-01-13 00:00:00+00:00,14.070855103675347,14.180926875863342,13.88740215002869,13.93326473236084,52900
2022-01-14 00:00:00+00:00,13.887402326427905,14.144236464795561,13.878229459935886,14.125890731811523,79000
2022-01-18 00:00:00+00:00,14.125890038343515,14.13506290438522,13.832365323190192,14.043336868286133,101500
2022-01-19 00:00:00+00:00,14.74045850509643,14.933085198609549,14.520314962185266,14.85970401763916,109900
2022-01-20 00:00:00+00:00,15.199092489073884,15.437581782902281,15.015640397352765,15.07067584991455,963500
2022-01-21 00:00:00+00:00,14.891808056792652,14.96060192928721,14.621213751299221,14.722112655639648,192800
2022-01-24 00:00:00+00:00,14.538660659715774,14.63038669832098,14.281825652166773,14.44693374633789,185200
2022-01-25 00:00:00+00:00,14.520314525707128,14.823012106804113,14.346034444834455,14.74963092803955,135400
2022-01-26 00:00:00+00:00,15.153228414611169,15.565996892585195,14.978947457486854,15.061501502990723,199700
2022-01-27 00:00:00+00:00,15.648552416181257,15.79531478881836,15.483444309578147,15.79531478881836,247300
2022-01-28 00:00:00+00:00,15.776970476801027,15.92373284639072,15.639379224458422,15.822833061218262,180500
2022-01-31 00:00:00+00:00,15.987940002782313,16.648370617952057,15.978767136656234,16.33650016784668,252300
2022-02-01 00:00:00+00:00,16.235602381440806,16.518118964333752,16.189738050127094,16.409881591796875,158800
2022-02-02 00:00:00+00:00,16.501609522847502,16.501609522847502,16.20166395068839,16.391538619995117,272800
2022-02-03 00:00:00+00:00,16.22642969733931,16.446573241480465,16.143875649593202,16.327327728271484,227200
2022-02-04 00:00:00+00:00,15.6668967427814,15.987940060165123,15.602688429213723,15.942075729370117,95900
2022-02-07 00:00:00+00:00,15.77697028377188,15.864109892916664,15.611862182617188,15.611862182617188,107400
2022-02-08 00:00:00+00:00,15.55682472835793,15.593516194479673,15.162401964821578,15.419235229492188,94800
2022-02-09 00:00:00+00:00,15.355026127173272,15.822831799002254,15.318336412475379,15.593515396118164,100400
2022-02-10 00:00:00+00:00,15.510961632962523,15.8411778189704,15.497203208393977,15.52930736541748,108700
2022-02-11 00:00:00+00:00,15.639378777586453,15.868695192211154,15.336681180263664,15.419235229492188,76700
2022-02-14 00:00:00+00:00,15.721932307558514,15.905386133017409,15.465099051370471,15.52930736541748,274600
2022-02-15 00:00:00+00:00,15.666897627856018,15.804487128923261,15.46509980959376,15.786141395568848,79700
2022-02-16 00:00:00+00:00,16.079667531286503,16.428227709721046,16.079667531286503,16.3640193939209,114300
2022-02-17 00:00:00+00:00,16.308983643264973,16.354846225261873,16.079667234189767,16.134702682495117,278300
2022-02-18 00:00:00+00:00,15.79531444714219,15.82191628568111,15.313750312997055,15.410062789916992,119800
2022-02-22 00:00:00+00:00,14.878048043258554,15.24495569870483,14.823012594759758,14.896393775939941,170600
2022-02-23 00:00:00+00:00,14.960601907009297,15.089020284656199,14.749631232400924,14.978947639465332,99500
2022-02-24 00:00:00+00:00,14.428587274344192,14.832184622796868,14.32768837461734,14.657903671264648,158500
2022-02-25 00:00:00+00:00,14.795493813995668,15.024810221060077,14.53866055779255,14.978947639465332,111500
2022-02-28 00:00:00+00:00,14.841358045567073,15.052328718760073,14.786322598113536,14.960601806640625,58500
2022-03-01 00:00:00+00:00,15.006466971675072,15.575170709248015,15.006466971675072,15.318337440490723,84800
2022-03-02 00:00:00+00:00,15.36420007126284,15.758624591825512,15.199091969674239,15.648551940917969,187000
2022-03-03 00:00:00+00:00,16.079669175391803,16.327329597437114,15.997115118194845,16.290639877319336,287600
2022-03-04 00:00:00+00:00,16.006285630171185,16.198910568920905,15.977850270230228,16.143875122070312,118800
2022-03-07 00:00:00+00:00,16.125531499410993,16.162222968474747,15.676071500653245,15.76779842376709,163500
2022-03-08 00:00:00+00:00,15.868695834677654,16.1576350186756,15.81366038281225,16.033803939819336,132700
2022-03-09 00:00:00+00:00,16.382364337030907,16.721751632624578,16.382364337030907,16.538299560546875,201700
2022-03-10 00:00:00+00:00,16.134703964882064,16.263120604316224,15.786142015638633,16.10718536376953,147200
2022-03-11 00:00:00+00:00,16.17139225543293,16.226429452797806,15.364199272413543,15.52930736541748,172600
2022-03-14 00:00:00+00:00,15.547652805932305,15.547652805932305,14.841357865586685,15.043155670166016,126100
2022-03-15 00:00:00+00:00,14.96977471194645,14.97894757813691,14.630386535853406,14.823012351989746,110100
2022-03-16 00:00:00+00:00,14.841358568128582,14.978948066379589,14.593696421549533,14.969775199890137,81900
2022-03-17 00:00:00+00:00,15.226610945148252,15.92373308596008,15.217438078217711,15.896214485168457,74700
2022-03-18 00:00:00+00:00,15.749450732140241,16.611680902993065,15.740277866014162,16.33650016784668,160200
2022-03-21 00:00:00+00:00,16.611680422935073,16.822651089102106,16.5749889594911,16.740097045898438,123100
2022-03-22 00:00:00+00:00,17.244594581564588,17.666537716298247,17.079488224020626,17.363840103149414,233300
2022-03-23 00:00:00+00:00,17.519773410811393,18.115995704336182,17.45556509836884,17.794952392578125,221400
2022-03-24 00:00:00+00:00,18.198551097034834,18.730565117531913,18.060961595958,18.592975616455078,282300
